date,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED,
10/04 18:14:44,0,0,34674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21817,0,0,0,0,0,0,0,0,0,0,
10/04 18:14:46,0,0,47919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26569,0,0,0,0,0,0,0,0,0,0,
10/04 18:14:48,0,0,47919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26569,0,0,0,0,0,0,0,0,0,0,
10/04 18:14:50,0,0,204799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27237,0,0,0,0,0,0,0,0,0,0,
10/04 18:14:52,0,0,204799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27237,0,0,0,0,0,0,0,0,0,0,
10/04 18:14:54,0,0,204799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27237,0,0,0,0,0,0,0,0,0,0,
10/04 18:14:56,0,0,166424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25099,0,0,0,0,0,0,0,0,0,0,
10/04 18:14:58,0,0,166424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25099,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:00,0,0,30932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28817,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:02,0,0,30932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28817,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:04,0,0,30932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28817,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:06,0,0,19165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22661,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:08,0,0,19165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22661,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:10,0,0,51014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34997,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:12,0,0,51014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34997,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:14,0,0,51014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34997,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:16,0,0,40038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46026,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:18,0,0,40038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46026,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:20,0,0,114693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27272,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:22,0,0,114693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27272,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:24,0,0,114693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27272,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:26,0,0,112558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29938,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:28,0,0,112558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29938,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:30,0,0,132105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30240,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:32,0,0,132105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30240,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:34,0,0,132105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30240,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:36,0,0,60966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22264,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:38,0,0,60966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22264,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:40,0,0,165456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27934,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:42,0,0,165456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27934,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:44,0,0,165456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27934,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:46,0,0,105452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30512,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:48,0,0,105452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30512,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:50,0,0,75577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20253,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:52,0,0,75577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20253,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:54,0,0,75577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20253,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:56,0,0,183451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27883,0,0,0,0,0,0,0,0,0,0,
10/04 18:15:58,0,0,183451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27883,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:00,0,0,128095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24395,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:02,0,0,128095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24395,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:04,0,0,128095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24395,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:06,0,0,86901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33713,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:08,0,0,86901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33713,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:10,0,0,37399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32451,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:12,0,0,37399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32451,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:14,0,0,37399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32451,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:16,0,0,59841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36348,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:18,0,0,59841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36348,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:20,0,0,137831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38737,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:22,0,0,137831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38737,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:24,0,0,137831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38737,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:26,0,0,219763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28129,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:28,0,0,219763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28129,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:30,0,0,163084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32356,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:32,0,0,163084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32356,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:34,0,0,163084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32356,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:36,0,0,187330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26914,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:38,0,0,187330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26914,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:40,0,0,73824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31415,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:42,0,0,73824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31415,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:44,0,0,73824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31415,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:46,0,0,59348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29593,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:48,0,0,59348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29593,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:50,0,0,187279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27408,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:52,0,0,187279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27408,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:54,0,0,187279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,27408,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:56,0,0,398642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23513,0,0,0,0,0,0,0,0,0,0,
10/04 18:16:58,0,0,398642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23513,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:00,0,0,176558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27292,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:02,0,0,176558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27292,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:04,0,0,176558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27292,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:06,0,0,38628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32746,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:08,0,0,38628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32746,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:10,0,0,134486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27926,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:12,0,0,134486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27926,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:14,0,0,134486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27926,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:16,0,0,167878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27711,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:18,0,0,167878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27711,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:20,0,0,185702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54971,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:22,0,0,185702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54971,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:24,0,0,185702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54971,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:26,0,0,172553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52380,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:28,0,0,172553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52380,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:30,0,0,168711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32744,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:32,0,0,168711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32744,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:34,0,0,168711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32744,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:36,0,0,184115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28273,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:38,0,0,184115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28273,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:40,0,0,163395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34241,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:42,0,0,163395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34241,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:44,0,0,163395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34241,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:46,0,0,167709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28530,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:48,0,0,167709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28530,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:50,0,0,78325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24005,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:52,0,0,78325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24005,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:54,0,0,78325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24005,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:56,0,0,57487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28107,0,0,0,0,0,0,0,0,0,0,
10/04 18:17:58,0,0,57487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28107,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:00,0,0,160892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25308,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:02,0,0,160892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25308,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:04,0,0,160892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25308,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:06,0,0,150316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28931,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:08,0,0,150316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28931,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:10,0,0,171539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29213,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:12,0,0,171539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29213,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:14,0,0,171539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29213,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:16,0,0,59245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28876,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:18,0,0,59245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28876,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:20,0,0,64233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28448,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:22,0,0,64233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28448,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:24,0,0,64233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28448,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:26,0,0,104177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68003,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:28,0,0,104177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68003,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:30,0,0,153984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37833,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:32,0,0,153984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37833,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:34,0,0,153984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37833,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:36,0,0,125078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31741,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:38,0,0,125078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31741,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:40,0,0,174358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27211,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:42,0,0,174358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27211,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:44,0,0,174358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27211,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:46,0,0,88844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23936,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:48,0,0,88844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23936,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:50,0,0,75275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24104,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:52,0,0,75275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24104,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:54,0,0,75275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24104,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:56,0,0,63748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27020,0,0,0,0,0,0,0,0,0,0,
10/04 18:18:58,0,0,63748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27020,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:00,0,0,80787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27213,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:02,0,0,80787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,27213,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:04,0,0,80787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27213,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:06,0,0,199299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21878,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:08,0,0,199299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21878,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:10,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25214,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:12,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25214,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:14,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25214,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:16,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27044,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:18,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27044,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:20,0,0,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29431,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:22,0,0,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29431,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:24,0,0,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29431,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:26,0,0,6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26819,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:28,0,0,6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26819,0,0,0,0,0,0,0,0,0,0,
10/04 18:19:30,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54497,0,0,0,0,0,0,0,0,0,0,
